molecule_chembl_id,units,smiles,IC50_norm,pIC50,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL3394220,nM,NC1=N[C@@]2(CO1)c1cc(-c3ncccc3F)ccc1Oc1c2cc(C2=CCCOC2)nc1F,0.3,9.522878745280336,Active,448.42900000000026,3.9197000000000033,1.0,7.0
CHEMBL4472708,nM,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1,0.3,9.522878745280336,Active,500.53100000000023,2.1427000000000005,2.0,8.0
CHEMBL3260838,nM,CN1C(=O)C2(N=C1N)c1cc(-c3cccnc3)ccc1Oc1ccc(-c3cccnc3)cc12,0.3,9.522878745280336,Active,433.47100000000023,3.946600000000002,1.0,6.0
CHEMBL3394224,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(N2CCOCC2)nc1F,0.3,9.522878745280336,Active,451.4330000000003,2.9526000000000012,1.0,8.0
CHEMBL3394228,nM,Cc1cc(-c2cc3c(c(F)n2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)on1,0.3,9.522878745280336,Active,447.4010000000002,4.079420000000003,1.0,8.0
CHEMBL3677271,nM,NC1=N[C@@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc(-c4ccnc(F)c4)cc32)c2nccn21,0.3,9.522878745280336,Active,496.4520000000001,4.998400000000003,1.0,7.0
CHEMBL4284110,nM,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)c2cc(C4=CCOCC4)ncc2O3)c1,0.31,9.508638306165729,Active,450.4980000000002,4.012900000000002,1.0,7.0
CHEMBL5972460,nM,N#Cc1cnc(/C(F)=C/c2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,0.32,9.494850021680094,Active,494.50600000000014,3.277280000000001,1.0,9.0
CHEMBL573106,nM,CO[C@H](C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,0.32,9.494850021680094,Active,851.97,4.252200000000004,5.0,9.0
CHEMBL6045555,nM,C[C@]1(F)C(N)=N[C@](C)(c2cc(Nc3nccc4cc(Cl)cnc34)ccc2F)CS1(=O)=O,0.33,9.481486060122112,Active,465.91300000000024,3.852400000000002,2.0,7.0
CHEMBL3667414,nM,[C-]#[N+]c1ccc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,0.358,9.446116973356126,Active,492.51500000000016,3.346090000000001,2.0,8.0
CHEMBL5875963,nM,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,0.358,9.446116973356126,Active,492.51500000000016,2.6669799999999997,2.0,9.0
CHEMBL5772436,nM,C[C@]1(F)C(N)=N[C@](C)(c2cc(Nc3ncc(F)c4cc(Cl)cnc34)ccc2F)CS1(=O)=O,0.38,9.42021640338319,Active,483.90300000000013,3.991500000000002,2.0,7.0
CHEMBL2177303,nM,CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cc(F)cc43)c2)c1,0.38,9.42021640338319,Active,494.5450000000002,4.899020000000003,1.0,5.0
CHEMBL4473955,nM,CC(F)(F)[C@H]1OC[C@]2(c3cc(NC(=O)c4cnc(-n5cncn5)cn4)ccc3F)N=C(N)SC[C@H]12,0.385,9.4145392704915,Active,504.49800000000016,2.3757,2.0,10.0
CHEMBL4453037,nM,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@H]2[C@@H]1OCC2(F)F,0.391,9.407823242604133,Active,431.3740000000002,2.307480000000001,2.0,7.0
CHEMBL3968517,nM,CC#CCOc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(Cl)nc(F)c2O3)cn1,0.4,9.397940008672036,Active,508.89700000000033,3.402800000000001,2.0,9.0
CHEMBL3680854,nM,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)OC[C@@H]1F,0.4,9.397940008672036,Active,380.78200000000015,3.0246000000000004,2.0,5.0
CHEMBL3677273,nM,NC1=N[C@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc(C4=CCCOC4)cc32)c2nccn21,0.4,9.397940008672036,Active,483.47800000000024,4.6010000000000035,1.0,7.0
CHEMBL3677275,nM,Cc1ccc(-c2cc(F)c3c(c2)[C@@]2(N=C(N)n4ccnc42)c2cc(-c4cccnc4F)ccc2O3)cc1,0.4,9.397940008672036,Active,491.5010000000002,5.772720000000004,1.0,6.0
CHEMBL5894449,nM,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOCC5)C[C@H]43)c2)cn1,0.4,9.397940008672036,Active,525.5810000000004,2.9895000000000023,1.0,8.0
CHEMBL4475533,nM,CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(NC(=O)c3ccc(Cl)cn3)cc(F)c1F)N=C(N)S2,0.4,9.397940008672036,Active,465.91300000000007,3.046900000000001,3.0,6.0
CHEMBL4473740,nM,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(NC(=O)c3ccc(Cl)cn3)cc(F)c1F)N=C(N)S2,0.4,9.397940008672036,Active,479.9400000000001,3.389100000000001,2.0,6.0
CHEMBL6056871,nM,CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C#N)C[C@H]43)c2)cn1,0.4,9.397940008672036,Active,451.5020000000002,4.044380000000003,1.0,7.0
CHEMBL5847284,nM,CC#CCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)nc1,0.4,9.397940008672036,Active,472.5420000000002,2.6545000000000005,2.0,7.0
CHEMBL6009172,nM,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CC[C@H](F)C5)C[C@H]43)c2)cn1,0.4,9.397940008672036,Active,527.5720000000002,3.701100000000003,1.0,7.0
CHEMBL3354715,nM,CC1(COc2cc(F)c3c(c2)[C@]2(COC(N)=N2)c2cc(-c4cccnc4F)ccc2O3)COC1,0.4,9.397940008672036,Active,465.4560000000002,4.136300000000002,1.0,7.0
CHEMBL3394219,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=CCCCO2)nc1F,0.4,9.397940008672036,Active,448.42900000000026,4.267300000000003,1.0,7.0
CHEMBL3394212,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(-c2ccncc2)nc1F,0.4,9.397940008672036,Active,443.4130000000001,4.178000000000002,1.0,7.0
CHEMBL3394213,nM,Cc1ccc(-c2cc3c(c(F)n2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)cn1,0.4,9.397940008672036,Active,457.44000000000017,4.486420000000004,1.0,7.0
CHEMBL5093088,nM,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)CC43)c2)cn1,0.4,9.397940008672036,Active,473.5050000000002,2.7009000000000007,2.0,8.0
CHEMBL3394217,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(-c2ccnc(F)c2)nc1F,0.4,9.397940008672036,Active,461.40300000000013,4.317100000000002,1.0,7.0
CHEMBL5974574,nM,CC#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(N)=O)C[C@H]43)c2)cn1,0.4,9.397940008672036,Active,469.5170000000002,3.0061000000000018,2.0,7.0
CHEMBL4560579,nM,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,0.4,9.397940008672036,Active,473.5050000000002,2.7009000000000007,2.0,8.0
CHEMBL3970753,nM,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)nc1,0.4,9.397940008672036,Active,546.5590000000001,4.878600000000003,2.0,9.0
CHEMBL3680889,nM,C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(C#N)cn2)ccc1F,0.4,9.397940008672036,Active,385.3740000000001,2.6329800000000008,2.0,6.0
CHEMBL5817550,nM,COc1nc(N2C[C@H]3CSC(N)=N[C@@]3(c3cc(/C=C(\F)c4ccc(C#N)cn4)ccc3F)C2)nc(C)c1F,0.405,9.39254497678533,Active,537.5710000000003,4.199300000000003,1.0,9.0
CHEMBL4287483,nM,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)c2cc(-c4ccnc(F)c4)ncc2O3)c1,0.43,9.366531544420411,Active,463.4720000000001,4.410300000000002,1.0,7.0
CHEMBL6007390,nM,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)C3(CC3)S(=O)(=O)[C@H]2F)c1,0.44,9.356547323513812,Active,468.91300000000024,3.263820000000001,2.0,6.0
CHEMBL3667412,nM,[C-]#[N+]c1ccc(C(=O)Nc2cccc([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,0.45,9.346787486224656,Active,474.52500000000015,3.2069900000000002,2.0,8.0
CHEMBL5999560,nM,N#Cc1ccc(C(=O)Nc2cccc([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,0.45,9.346787486224656,Active,474.52500000000015,2.5278799999999997,2.0,9.0
CHEMBL4276834,nM,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)c2cc(C4=CCCOC4)ncc2O3)c1,0.46,9.337242168318426,Active,450.4980000000002,4.012900000000002,1.0,7.0
CHEMBL5269238,nM,COc1cc(/C=C/c2nnc(-c3ccc(F)cc3)o2)ccc1O,0.479,9.319664486585436,Active,312.3,3.760300000000002,1.0,5.0
CHEMBL5973772,nM,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)C3(CC3)S(=O)(=O)[C@H]2F)c1,0.48,9.318758762624412,Active,500.47400000000033,3.2118200000000012,2.0,7.0
CHEMBL4446406,nM,COc1cnc(C(=O)Nc2cccc([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,0.482,9.316952961761151,Active,480.52900000000017,2.0597999999999996,2.0,10.0
CHEMBL3667409,nM,NC1=N[C@@]2(c3cccc(NC(=O)c4cnc(CO)cn4)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,0.482,9.316952961761151,Active,480.52900000000017,1.5435,3.0,10.0
CHEMBL2152910,nM,NC1=N[C@@]2(COCC1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12,0.5,9.30102999566398,Active,471.4670000000002,4.6106000000000025,1.0,7.0
CHEMBL2152911,nM,CC(C)(C)COc1cc(F)c2c(c1)[C@]1(COCCC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,0.5,9.30102999566398,Active,479.52700000000016,5.5785000000000045,1.0,6.0
CHEMBL3394041,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(C3=CCCOC3)cc12,0.5,9.30102999566398,Active,430.43900000000025,3.7806000000000024,1.0,7.0
CHEMBL3394051,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(N3CC[C@@H](F)C3)cc12,0.5,9.30102999566398,Active,435.4340000000002,3.525100000000002,1.0,7.0
CHEMBL3354710,nM,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3c(F)ccnc3F)ccc1O2,0.5,9.30102999566398,Active,451.4730000000001,5.145900000000004,1.0,6.0
CHEMBL5837889,nM,CC1(C)C(N)=N[C@](CF)(c2cc(NC(=O)c3cnc(OCC4CC4)cn3)ccc2F)CS1(=O)=O,0.5,9.30102999566398,Active,493.53600000000034,2.3858000000000006,2.0,8.0
CHEMBL5940054,nM,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@H](F)C3)C[C@H]21,0.509,9.293282217663242,Active,497.54600000000033,4.165780000000003,1.0,6.0
CHEMBL6005956,nM,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@@H](F)C3)C[C@H]21,0.518,9.285670240254769,Active,497.54600000000033,4.165780000000003,1.0,6.0
CHEMBL5915228,nM,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@@H]4CCCC[C@H]4C3)C[C@H]21,0.527,9.278189384787453,Active,547.6750000000003,5.634080000000005,1.0,6.0
CHEMBL5875827,nM,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)CS(=O)(=O)C3(CC3)C(N)=N2)c1,0.54,9.267606240177033,Active,468.9130000000003,2.91782,2.0,6.0
CHEMBL5746081,nM,CC1(C)C(N)=N[C@](C)(c2cc(Nc3nccc4cc(C#N)cnc34)ccc2F)CS1(=O)=O,0.54,9.267606240177033,Active,452.5150000000002,3.1635800000000014,2.0,8.0
CHEMBL6050614,nM,COc1cnc2c(Nc3ccc(F)c([C@]4(CF)CS(=O)(=O)C(C)(C)C(N)=N4)c3)ncc(F)c2c1,0.55,9.259637310505756,Active,493.5110000000002,3.3892000000000015,2.0,8.0
CHEMBL3667410,nM,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,0.554,9.25649023527157,Active,485.4950000000002,2.934400000000002,2.0,8.0
CHEMBL5974242,nM,CC1(C)C(N)=N[C@](C)(c2cc(Nc3ncc(F)c4cc(Cl)cnc34)ccc2F)CS1(=O)=O,0.56,9.2518119729938,Active,479.94000000000017,4.084400000000001,2.0,7.0
CHEMBL5877502,nM,[C-]#[N+]c1cnc2c(Nc3ccc(F)c([C@]4(CF)CS(=O)(=O)C(C)(C)C(N)=N4)c3)ncc(F)c2c1,0.56,9.2518119729938,Active,488.4950000000002,3.931390000000002,2.0,7.0
CHEMBL3667411,nM,NC1=N[C@@]2(c3cc(NC(=O)c4cnc(CO)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,0.569,9.244887733604928,Active,498.5190000000002,1.6826,3.0,10.0
CHEMBL5813046,nM,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@@H](OC)CC2)C3)c1,0.57,9.244125144327509,Active,412.53700000000026,4.236000000000003,1.0,5.0
CHEMBL4286331,nM,NC1=N[C@@]2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(C3CCOCC3)cc12,0.57,9.244125144327509,Active,491.93500000000034,3.970500000000003,2.0,8.0
CHEMBL4290822,nM,NC1=N[C@@]2(CO1)c1cc(-c3cncc(C#CCO)c3)ccc1Oc1cnc(C3=CCOCC3)cc12,0.58,9.236572006437065,Active,466.4970000000003,2.9853000000000014,2.0,8.0
CHEMBL4740873,nM,CN=[S@@]1(=O)C[C@@](C)(c2cc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C(N)N1CC(F)(F)F,0.59,9.229147988357855,Active,511.5050000000002,3.0737000000000005,2.0,7.0
CHEMBL5862340,nM,C=Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)C(C)(C)C(N)=N2)c1,0.59,9.229147988357855,Active,464.9500000000003,3.548800000000001,2.0,6.0
CHEMBL5938817,nM,CC1(C)C(N)=N[C@](C)(c2cc(Nc3nccc4cc(Cl)cnc34)ccc2F)CS1(=O)=O,0.59,9.229147988357855,Active,461.95000000000016,3.9453000000000014,2.0,7.0
CHEMBL5906022,nM,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CC[C@H](O)C3)C[C@H]21,0.592,9.22767829327708,Active,495.55500000000035,3.1885800000000017,2.0,7.0
CHEMBL3949245,nM,NC1=NC2(CCO1)c1cc(NC(=O)c3cnc(Cl)cn3)ccc1Oc1c2cc(-c2cncc(F)c2)nc1F,0.6,9.221848749616356,Active,535.8980000000003,4.201800000000002,2.0,9.0
CHEMBL5913417,nM,C[C@]1(O)CCN(C(=O)[C@]23C[C@H]2[C@@](C)(c2cc(/C=C(\F)c4ccc(C#N)cn4)ccc2F)N=C(N)S3)C1,0.6,9.221848749616356,Active,509.5820000000002,3.578680000000002,2.0,7.0
CHEMBL3959106,nM,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)nc1,0.6,9.221848749616356,Active,525.4750000000001,4.025080000000002,2.0,9.0
CHEMBL4468455,nM,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)N=C(N)S[C@@]2(C(N)=O)C[C@H]21,0.6,9.221848749616356,Active,451.88600000000025,2.7862,3.0,6.0
CHEMBL3695751,nM,CN1C(=O)C[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=CC(C)(C)OCC2)nc1F,0.6,9.221848749616356,Active,517.5360000000004,4.530200000000003,1.0,7.0
CHEMBL4109073,nM,NC1=N[C@@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc([N+]4=CCOCC4)cc32)c2nccn21,0.6,9.221848749616356,Active,485.4740000000002,3.542300000000002,1.0,7.0
CHEMBL3968202,nM,COC1CCC2(CC1)Cc1ccc(-c3ccc(F)c(Cl)c3)cc1C21N=C(N)N(C)C1=O,0.6,9.221848749616356,Active,441.93400000000025,4.259600000000003,1.0,4.0
CHEMBL5973253,nM,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(S(C)(=O)=O)C[C@H]43)c2)cn1,0.6,9.221848749616356,Active,490.5570000000002,3.1328000000000022,1.0,8.0
CHEMBL3394049,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(N3CCC(F)(F)C3)cc12,0.6,9.221848749616356,Active,453.4240000000002,3.822300000000002,1.0,7.0
CHEMBL5751398,nM,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)C(C)(C)C(N)=N2)c1,0.6,9.221848749616356,Active,484.50000000000034,3.1622200000000005,2.0,7.0
CHEMBL4578357,nM,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)C(C)(C)[S@@]3(=O)=NCC[C@@H]23)n1,0.6,9.221848749616356,Active,469.5460000000003,2.6530000000000014,2.0,8.0
CHEMBL5747192,nM,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N5CCOC[C@H]5C)C[C@H]43)c2)cn1,0.6,9.221848749616356,Active,539.6080000000003,3.378000000000003,1.0,8.0
CHEMBL4217620,nM,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@@H](OC)CC2)C3)c1,0.6,9.221848749616356,Active,412.53700000000026,4.236000000000003,1.0,5.0
CHEMBL5829050,nM,CC1(C)C(N)=N[C@](C)(c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)CS1(=O)=O,0.6,9.221848749616356,Active,456.90200000000016,3.044900000000001,2.0,6.0
CHEMBL3955960,nM,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)nc1,0.6,9.221848749616356,Active,525.4750000000001,4.025080000000002,2.0,9.0
CHEMBL3680855,nM,C[C@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OC[C@@H]1F,0.6,9.221848749616356,Active,415.22700000000015,3.678000000000001,2.0,5.0
CHEMBL3945386,nM,Cc1nc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)cs1,0.6,9.221848749616356,Active,520.5210000000001,4.523320000000003,2.0,9.0
CHEMBL3667408,nM,NC1=N[C@@]2(c3cccc(NC(=O)c4ccc(F)cn4)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,0.61,9.214670164989233,Active,467.50500000000017,2.795300000000001,2.0,8.0
CHEMBL4439134,nM,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC12CC(F)(F)C2,0.615,9.211124884224583,Active,429.40200000000027,3.3202800000000012,2.0,6.0
CHEMBL4452566,nM,COc1cnc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,0.615,9.211124884224583,Active,498.5190000000002,2.1989,2.0,10.0
CHEMBL5977725,nM,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)C2(CC2)S(=O)(=O)[C@H]1F,0.62,9.207608310501746,Active,454.88600000000025,2.955400000000001,2.0,6.0
CHEMBL4294221,nM,NC1=N[C@@]2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(C3=CCCOC3)cc12,0.62,9.207608310501746,Active,489.9190000000003,3.880200000000003,2.0,8.0
CHEMBL5286535,nM,COc1cc(/C=C/c2nnc(-c3ccc(F)cc3F)o2)ccc1O,0.624,9.204815410317575,Active,330.29,3.899400000000002,1.0,5.0
CHEMBL5266033,nM,COc1cc(/C=C/c2nnc(-c3ccc(Cl)cc3)o2)ccc1O,0.628,9.202040356262804,Active,328.75500000000005,4.274600000000003,1.0,5.0
CHEMBL4454250,nM,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)S[C@H]4C[C@H]43)c2)cn1,0.64,9.193820026016112,Active,447.4420000000001,2.6339000000000006,2.0,7.0
CHEMBL4215837,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccn(C(F)F)n3)cs2)CO1,0.64,9.193820026016112,Active,428.49000000000007,2.668800000000001,2.0,9.0
CHEMBL1821820,nM,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)NCCC(C)(C)C)cc2c1,0.65,9.187086643357144,Active,403.57000000000016,5.523420000000004,2.0,3.0
CHEMBL2031143,nM,CC(=O)N[C@@H](Cc1ccc(F)c(F)c1)[C@H](O)CN[C@H]1C[C@]2(C[C@H](C)C2)Oc2ncc(CC(C)(C)C)cc21,0.7,9.154901959985745,Active,515.6450000000003,4.638600000000004,3.0,5.0
CHEMBL3394210,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(-c2ccccc2)nc1F,0.7,9.154901959985745,Active,442.4250000000001,4.783000000000003,1.0,6.0
CHEMBL3394039,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(C3=CCOCC3)cc12,0.7,9.154901959985745,Active,430.43900000000025,3.7806000000000033,1.0,7.0
CHEMBL1821728,nM,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)N[C@@H]3CCOC(C)(C)C3)cc2c1,0.7,9.154901959985745,Active,431.5800000000002,5.044820000000004,2.0,4.0
CHEMBL2031142,nM,CC(=O)N[C@@H](Cc1ccc(F)c(F)c1)[C@H](O)CN[C@H]1C[C@]2(C[C@@H](C)C2)Oc2ncc(CC(C)(C)C)cc21,0.7,9.154901959985745,Active,515.6450000000003,4.638600000000004,3.0,5.0
CHEMBL3394048,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(N3CCC(F)(F)CC3)cc12,0.7,9.154901959985745,Active,467.45100000000025,4.212400000000003,1.0,7.0
CHEMBL5809643,nM,CC1(C)C(N)=N[C@](C)(c2cc(Nc3ncc(Cl)c4cc(Cl)cnc34)ccc2F)CS1(=O)=O,0.7,9.154901959985745,Active,496.3950000000002,4.598700000000003,2.0,7.0
CHEMBL3394223,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2CCOCC2)nc1F,0.7,9.154901959985745,Active,450.4450000000003,4.0100000000000025,1.0,7.0
CHEMBL3653702,nM,CC1=NC2(CC(C3CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,0.7,9.154901959985745,Active,409.9170000000001,4.569200000000005,1.0,5.0
CHEMBL3695752,nM,CN1C(=O)C[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=CCOC(C)(C)C2)nc1F,0.7,9.154901959985745,Active,517.5360000000004,4.530200000000003,1.0,7.0
CHEMBL5898718,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3coc(CF)n3)cs2)CO1,0.7,9.154901959985745,Active,411.48400000000015,2.534700000000001,2.0,9.0
CHEMBL3893892,nM,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,0.7,9.154901959985745,Active,483.39700000000016,3.1008000000000004,2.0,7.0
CHEMBL403195,nM,COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)CN2)c1,0.7,9.154901959985745,Active,607.6980000000002,4.035720000000003,3.0,6.0
CHEMBL3806322,nM,Cc1noc(C)c1[C@@H]1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)N=C(N)S1,0.7,9.154901959985745,Active,491.9510000000001,5.278440000000003,2.0,7.0
CHEMBL4456778,nM,C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)nc1,0.7,9.154901959985745,Active,472.5170000000002,3.305900000000002,2.0,7.0
CHEMBL3805852,nM,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](c4c(C)noc4C)SC(N)=N3)c2)cn1,0.7,9.154901959985745,Active,488.5200000000002,4.028640000000002,2.0,9.0
CHEMBL3677276,nM,NC1=N[C@@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc(N4CCOCC4)cc32)c2nccn21,0.7,9.154901959985745,Active,486.48200000000026,3.6339000000000024,1.0,8.0
CHEMBL4109723,nM,NC1=N[C@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc([N+]4=CCC(F)(F)CC4)cc32)c2nccn21,0.7,9.154901959985745,Active,519.4820000000002,4.941200000000004,1.0,6.0
CHEMBL2152921,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)c(F)c(C#N)c3)cc1C21N=C(C)C(N)=N1,0.72,9.142667503568733,Active,450.9450000000002,5.133780000000006,1.0,5.0
CHEMBL3974225,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)c(F)c(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,0.72,9.142667503568733,Active,450.9450000000002,5.133780000000006,1.0,5.0
